Skola,Skol_enhetskod,Skolkommun,Typ_av_huvudman,merit_snitt,Andel_svenskar_procent,Foraldrar_utbildning_procent,Elever_per_larare,Andel_med_lararlegitimation_och_,Ar,Huvudman
Sveaskolan,54725950,Malmö,Enskild,282.5,89.2,83.59999999999999,14.7,83.40000000000001,2019,Sveaskolan AB
Sveaskolan,54725950,Malmö,Enskild,277.5,90.5,84.90000000000001,14.1,79.59999999999999,2021,Sveaskolan AB
Sveaskolan,54725950,Malmö,Enskild,272.1,93.7,85.09999999999999,12.9,65.7,2023,Sveaskolan AB
Tunabergsskolan,54742485,Uppsala,Kommunal,237.9,91.5,63.8,14.2,77.8,2016,Uppsala
Tunabergsskolan,54742485,Uppsala,Kommunal,241.5,90,70.3,13.4,81,2017,Uppsala
Tunabergsskolan,54742485,Uppsala,Kommunal,238.6,86.90000000000001,64,12.5,78.5,2018,Uppsala
Tunabergsskolan,54742485,Uppsala,Kommunal,253.6,89,66.90000000000001,15,79.8,2019,Uppsala
Tunabergsskolan,54742485,Uppsala,Kommunal,255.1,94,70.5,16.3,89.09999999999999,2020,Uppsala
Tunabergsskolan,54742485,Uppsala,Kommunal,258.6,91.59999999999999,78,14.4,76.09999999999999,2021,Uppsala
Tunabergsskolan,54742485,Uppsala,Kommunal,251.9,93.3,70.5,14.1,80.59999999999999,2022,Uppsala
Tunabergsskolan,54742485,Uppsala,Kommunal,250,82.40000000000001,73.5,13.7,74.2,2023,Uppsala
Tunabergsskolan,54742485,Uppsala,Kommunal,250.1,85,68.3,14.6,79.40000000000001,2024,Uppsala
Tunabergsskolan,54742485,Uppsala,Kommunal,250.6,89.40000000000001,77.3,14.4,78.8,2025,Uppsala
Flobyskolan 7-9,54765026,Falköping,Kommunal,200.5,75.59999999999999,24.4,11.8,79.7,2016,Falköping
Flobyskolan 7-9,54765026,Falköping,Kommunal,214.7,81.09999999999999,43.1,12.2,81.59999999999999,2017,Falköping
Flobyskolan 7-9,54765026,Falköping,Kommunal,206,81.8,31,10.3,71.8,2018,Falköping
Flobyskolan 7-9,54765026,Falköping,Kommunal,211.4,74.5,50,10.2,46.4,2019,Falköping
Flobyskolan 7-9,54765026,Falköping,Kommunal,215.3,81.40000000000001,56.1,9.6,46.3,2020,Falköping
Flobyskolan 7-9,54765026,Falköping,Kommunal,207,69.2,46.2,11,55.4,2021,Falköping
Flobyskolan 7-9,54765026,Falköping,Kommunal,206.3,78.40000000000001,53.1,9.4,55.2,2022,Falköping
Flobyskolan 7-9,54765026,Falköping,Kommunal,202.8,90.5,42.9,10.5,71,2023,Falköping
Flobyskolan,54765026,Falköping,Kommunal,217.2,86.09999999999999,44.4,9.6,59.1,2024,Falköping
Flobyskolan,54765026,Falköping,Kommunal,215.5,87.8,46.9,10.7,67.7,2025,Falköping
Helenaskolan 858,54790414,Skövde,Kommunal,197.2,72.3,42.6,9.4,50.7,2018,Skövde
Entréskolan Stockholm,54847211,Stockholm,Enskild,256,71.90000000000001,61.3,13.8,61.2,2020,AmiSgo AB
Entréskolan Stockholm,54847211,Stockholm,Enskild,254.9,75,66.7,12.1,61.9,2022,AmiSgo AB
Entréskolan Stockholm,54847211,Stockholm,Enskild,251.1,80,75.5,12.6,72.40000000000001,2023,AmiSgo AB
Entréskolan Stockholm,54847211,Stockholm,Enskild,229.3,84.90000000000001,63.5,14,71.7,2024,AmiSgo AB
Entréskolan Stockholm,54847211,Stockholm,Enskild,266,92.7,81.5,15.1,72.90000000000001,2025,AmiSgo AB
Streteredsskolan,54881559,Mölndal,Kommunal,213.6,70.8,55.7,14.6,80.40000000000001,2016,Mölndal
Streteredsskolan,54881559,Mölndal,Kommunal,201.8,70.90000000000001,64.2,13.1,71,2017,Mölndal
Streteredsskolan,54881559,Mölndal,Kommunal,224.4,73.40000000000001,68.90000000000001,12.8,62.3,2018,Mölndal
Streteredsskolan,54881559,Mölndal,Kommunal,211.5,60.9,69.5,13.3,68.09999999999999,2019,Mölndal
Streteredsskolan,54881559,Mölndal,Kommunal,204.7,75.90000000000001,63.2,11.5,90.40000000000001,2020,Mölndal
Streteredsskolan,54881559,Mölndal,Kommunal,214,70.40000000000001,62.9,11.7,82.3,2021,Mölndal
Streteredsskolan,54881559,Mölndal,Kommunal,208.6,71.2,76.3,12.4,85.8,2022,Mölndal
Streteredsskolan,54881559,Mölndal,Kommunal,223.2,73.09999999999999,69.7,11.9,76,2023,Mölndal
Streteredsskolan,54881559,Mölndal,Kommunal,238.6,69.09999999999999,76.5,12.8,73.09999999999999,2024,Mölndal
Streteredsskolan,54881559,Mölndal,Kommunal,234.8,70.59999999999999,75,11,79.5,2025,Mölndal
Degebergaskolan,54930405,Kristianstad,Kommunal,200.6,100,44,13.8,84.7,2016,Kristianstad
Ås skola 4-9,54952732,Krokom,Kommunal,231.3,92.7,60,11.1,83.3,2017,Krokom
Ås skola 4-9,54952732,Krokom,Kommunal,238.5,84,77.59999999999999,10.6,87.8,2018,Krokom
Ås skola 4-9,54952732,Krokom,Kommunal,233.4,91.90000000000001,78.40000000000001,12.3,81.90000000000001,2020,Krokom
Ås skola 4-9,54952732,Krokom,Kommunal,241.2,91,73.8,10.7,79,2021,Krokom
Ås skola 7-9,54952732,Krokom,Kommunal,240.4,93.2,82.2,10.3,70.2,2022,Krokom
Ås skola 7-9,54952732,Krokom,Kommunal,234,93.3,76.7,10.1,69.5,2023,Krokom
Ås skola 7-9,54952732,Krokom,Kommunal,239.1,93.3,78.40000000000001,12.1,64.3,2024,Krokom
Ås skola 7-9,54952732,Krokom,Kommunal,224.7,94.8,81.59999999999999,10.6,58.2,2025,Krokom
Vallbacksskolan,54990077,Gävle,Kommunal,168.4,29.2,34.1,11.8,78.59999999999999,2017,Gävle
Vallbacksskolan,54990077,Gävle,Kommunal,187.8,53.7,51.2,12.1,79.59999999999999,2018,Gävle
Vallbacksskolan,54990077,Gävle,Kommunal,211.7,66.3,61.4,12,71.90000000000001,2019,Gävle
Vallbacksskolan,54990077,Gävle,Kommunal,213.3,74.2,58.9,11.6,78.2,2020,Gävle
Vallbacksskolan,54990077,Gävle,Kommunal,202.2,73.40000000000001,57.9,11.6,77.3,2021,Gävle
Vallbacksskolan,54990077,Gävle,Kommunal,213.6,74.90000000000001,69.40000000000001,12.1,82.7,2022,Gävle
Vallbacksskolan,54990077,Gävle,Kommunal,217.9,79.2,69,12,72.90000000000001,2023,Gävle
Vallbacksskolan,54990077,Gävle,Kommunal,212.7,75.7,60,11.6,75.40000000000001,2024,Gävle
Vallbacksskolan,54990077,Gävle,Kommunal,219.6,78.09999999999999,66.7,11.6,77,2025,Gävle
Jättestensskolan 2 F-9,55124975,Göteborg,Kommunal,217.7,57.4,43.2,36.3,59.7,2018,Göteborg
Jättestensskolan 2 F-9,55124975,Göteborg,Kommunal,218.1,58.1,51.2,10.5,70.3,2019,Göteborg
Jättestensskolan F-9,55124975,Göteborg,Kommunal,250.7,66,60.9,23.1,78.3,2020,Göteborg
Jättestensskolan F-9,55124975,Göteborg,Kommunal,209,47.6,30.8,13.6,71.90000000000001,2021,Göteborg
Jättestensskolan F-9,55124975,Göteborg,Kommunal,243.3,51.4,60.9,14.6,67.7,2022,Göteborg
Jättestensskolan F-9,55124975,Göteborg,Kommunal,223.7,48.6,60.8,14.6,79.09999999999999,2023,Göteborg
Jättestensskolan F-9,55124975,Göteborg,Kommunal,205.5,48,63.9,14.4,75.40000000000001,2024,Göteborg
Jättestensskolan F-9,55124975,Göteborg,Kommunal,233.4,59.5,63.2,14.8,82.90000000000001,2025,Göteborg
Bjursåsskolan 7-9,55126250,Falun,Kommunal,256,96.40000000000001,37.5,12.2,85.59999999999999,2016,Falun
Bjursåsskolan 7-9,55126250,Falun,Kommunal,247.4,95.7,57.4,13.5,82.90000000000001,2017,Falun
Bjursåsskolan 7-9,55126250,Falun,Kommunal,246.8,98,42.9,14.8,90.09999999999999,2018,Falun
Bjursåsskolan 7-9,55126250,Falun,Kommunal,232.3,94.2,51,13.5,93.2,2019,Falun
Bjursåsskolan 7-9,55126250,Falun,Kommunal,230.1,91.8,39.3,13,84,2020,Falun
Bjursåsskolan 7-9,55126250,Falun,Kommunal,232.1,90.40000000000001,52.9,12.2,75.2,2021,Falun
Bjursåsskolan 7-9,55126250,Falun,Kommunal,226.6,90.40000000000001,58,13.7,71.59999999999999,2022,Falun
Musikgrundskolan Synkopen,55200547,Helsingborg,Kommunal,237.8,65.40000000000001,60,12.1,74.5,2022,Helsingborg
Musikgrundskolan Synkopen,55200547,Helsingborg,Kommunal,238.9,80,60,12.4,58.7,2024,Helsingborg
Musikgrundskolan Synkopen,55200547,Helsingborg,Kommunal,233,58.6,65.5,11.6,56.9,2025,Helsingborg
Albäcksskolan 1,55252119,Hultsfred,Kommunal,195.2,64.2,33.3,15.3,59.5,2017,Hultsfred
Albäcksskolan 1,55252119,Hultsfred,Kommunal,202.6,62.8,41,9.199999999999999,45.2,2020,Hultsfred
Albäcksskolan 1,55252119,Hultsfred,Kommunal,220.6,52.5,51.7,8.9,46.2,2021,Hultsfred
Albäcksskolan 1,55252119,Hultsfred,Kommunal,205.9,62.9,48.6,8,51.7,2022,Hultsfred
Albäcksskolan 1,55252119,Hultsfred,Kommunal,209,49.2,43.1,10.5,45.8,2023,Hultsfred
Albäcksskolan 1,55252119,Hultsfred,Kommunal,218.8,46.4,47.3,11.8,54.1,2024,Hultsfred
Albäcksskolan 1,55252119,Hultsfred,Kommunal,221.6,74.3,47.1,10.8,51.7,2025,Hultsfred
Bosgårdsskolan 7-9,55285514,Varberg,Kommunal,198,85.7,50.8,8.5,78.5,2021,Varberg
Bosgårdsskolan 7-9,55285514,Varberg,Kommunal,216.6,87.09999999999999,55.7,10,73.2,2022,Varberg
Bosgårdsskolan 7-9,55285514,Varberg,Kommunal,216.2,85.7,48.2,10.7,75.40000000000001,2023,Varberg
Nordmarkens skola H,55304171,Årjäng,Kommunal,211.4,73.90000000000001,26.2,10.4,60.7,2016,Årjäng
Nordmarkens skola H,55304171,Årjäng,Kommunal,193.9,76.7,32.7,10.1,52.9,2017,Årjäng
Nordmarkens skola H,55304171,Årjäng,Kommunal,219,74.40000000000001,47.3,10.4,56.9,2018,Årjäng
Nordmarkens skola H,55304171,Årjäng,Kommunal,220.6,80.40000000000001,34.9,10.2,50.1,2019,Årjäng
Nordmarkens skola H,55304171,Årjäng,Kommunal,215.2,76.40000000000001,38.1,11.8,55.1,2020,Årjäng
Nordmarkens skola H,55304171,Årjäng,Kommunal,234.5,76.7,43,10.5,58.6,2021,Årjäng
Nordmarkens skola H,55304171,Årjäng,Kommunal,226.5,81.09999999999999,49.4,10.9,60.6,2022,Årjäng
Nordmarkens skola H,55304171,Årjäng,Kommunal,227.8,76.59999999999999,45.3,11.2,51.1,2023,Årjäng
Nordmarkens skola H,55304171,Årjäng,Kommunal,218.7,77.5,46.8,10.9,54.6,2024,Årjäng
Nordmarkens skola H,55304171,Årjäng,Kommunal,224.1,78.2,39.8,10.7,54.2,2025,Årjäng
Hagaskolan,55343483,Sundsvall,Kommunal,189,72.3,53.5,10.4,87.7,2018,Sundsvall
Hagaskolan,55343483,Sundsvall,Kommunal,197.2,76.59999999999999,52.4,10,84.40000000000001,2019,Sundsvall
Hagaskolan,55343483,Sundsvall,Kommunal,211.1,68.5,63.6,10.2,87.7,2020,Sundsvall
Hagaskolan,55343483,Sundsvall,Kommunal,207.5,63.1,55.6,10.9,89,2021,Sundsvall
Hagaskolan,55343483,Sundsvall,Kommunal,203.9,67.59999999999999,61.5,10.6,82.3,2022,Sundsvall
Hagaskolan,55343483,Sundsvall,Kommunal,195.8,70.5,53.2,10.7,90.8,2023,Sundsvall
Hagaskolan,55343483,Sundsvall,Kommunal,206,66.40000000000001,58.9,10.7,84,2024,Sundsvall
Hagaskolan,55343483,Sundsvall,Kommunal,215.9,64.8,62.1,10.4,82.2,2025,Sundsvall
Bergby Centralskola 1-9,55373417,Gävle,Kommunal,227.1,87.90000000000001,40.6,10.3,70.59999999999999,2020,Gävle
Bergby Centralskola 1-9,55373417,Gävle,Kommunal,227.8,87,47.8,8.199999999999999,60.7,2022,Gävle
Bergby Centralskola 1-9,55373417,Gävle,Kommunal,235.7,92.59999999999999,37,10.5,58.6,2024,Gävle
Bergby Centralskola 1-9,55373417,Gävle,Kommunal,249.1,90,40,11.2,55.3,2025,Gävle
Djurgårdsskolan F-9,55509192,Kristinehamn,Kommunal,213.4,81.90000000000001,53.2,11.8,61.7,2018,Kristinehamn
Djurgårdsskolan F-9,55509192,Kristinehamn,Kommunal,205,80.2,58.5,10.2,57.3,2019,Kristinehamn
Djurgårdsskolan F-9,55509192,Kristinehamn,Kommunal,204,76.09999999999999,55.1,10.4,59.3,2020,Kristinehamn
Djurgårdsskolan F-9,55509192,Kristinehamn,Kommunal,196.3,85.40000000000001,51.1,12,68.09999999999999,2021,Kristinehamn
Djurgårdsskolan F-9,55509192,Kristinehamn,Kommunal,206.7,85.09999999999999,51.2,12.2,61.4,2022,Kristinehamn
Djurgårdsskolan F-9,55509192,Kristinehamn,Kommunal,211.4,79.8,57.8,12,60.7,2023,Kristinehamn
Djurgårdsskolan F-9,55509192,Kristinehamn,Kommunal,190.5,85.59999999999999,61.8,11.9,64.40000000000001,2024,Kristinehamn
Granbergsskolan 7-9,55545825,Bollnäs,Kommunal,187,69.90000000000001,40.3,9.4,71.59999999999999,2016,Bollnäs
Rödsleskolan F-9,55569663,Oskarshamn,Kommunal,213.4,87.5,58.6,10.9,79.09999999999999,2021,Oskarshamn
Rödsleskolan F-9,55569663,Oskarshamn,Kommunal,219.5,87.90000000000001,52.8,11.2,77.09999999999999,2022,Oskarshamn
Rödsleskolan F-9,55569663,Oskarshamn,Kommunal,207.9,91.2,53.6,12.2,75.3,2023,Oskarshamn
Rödsleskolan F-9,55569663,Oskarshamn,Kommunal,195,82.7,57.4,12.1,75.8,2024,Oskarshamn
Rödsleskolan F-9,55569663,Oskarshamn,Kommunal,203.6,89.90000000000001,60.3,12.6,75.09999999999999,2025,Oskarshamn
Vittra Örebro,55597667,Örebro,Enskild,213.7,71.40000000000001,57.1,12.2,51.8,2024,Vittraskolorna AB
Vittra Örebro,55597667,Örebro,Enskild,241,61,69.5,13.4,43.6,2025,Vittraskolorna AB
Hierneskolan F-9,55674136,Eda,Kommunal,211.3,74.2,48.3,8.199999999999999,71.8,2018,Eda
Hierneskolan F-9,55674136,Eda,Kommunal,213.4,90,46.7,8.6,79.3,2020,Eda
Hierneskolan F-9,55674136,Eda,Kommunal,211.9,87.5,48.4,9,72.90000000000001,2022,Eda
Hierneskolan F-9,55674136,Eda,Kommunal,174.7,79.2,45.8,8,65.3,2024,Eda
Storkskolan,55675413,Sjöbo,Kommunal,224,92.90000000000001,55,13.5,72,2018,Sjöbo
Storkskolan,55675413,Sjöbo,Kommunal,219.7,92.59999999999999,48.1,12.9,66,2019,Sjöbo
Storkskolan,55675413,Sjöbo,Kommunal,230.6,89.7,67.59999999999999,14.4,68.5,2020,Sjöbo
LKC 7-9,55709634,Karlskrona,Kommunal,216.2,84.5,58.3,13.3,74.3,2016,Karlskrona
Lyckeby kunskapscentrum F-9,55709634,Karlskrona,Kommunal,203.6,86,62.6,12.9,59.4,2017,Karlskrona
Lyckeby kunskapscentrum F-9,55709634,Karlskrona,Kommunal,198,82.2,67,12.6,70,2018,Karlskrona
Lyckeby kunskapscentrum F-9,55709634,Karlskrona,Kommunal,214.9,81.40000000000001,69.5,13,69.59999999999999,2019,Karlskrona
Lyckeby kunskapscentrum F-9,55709634,Karlskrona,Kommunal,212.5,80,67,12.3,62.8,2020,Karlskrona
Lyckeby kunskapscentrum F-9,55709634,Karlskrona,Kommunal,233.6,78.59999999999999,71.5,12.4,62.2,2021,Karlskrona
Lyckeby kunskapscentrum F-9,55709634,Karlskrona,Kommunal,221.5,80.59999999999999,74.5,12.2,65.8,2022,Karlskrona
Lyckeby kunskapscentrum F-9,55709634,Karlskrona,Kommunal,222.6,82.5,66.09999999999999,11.8,68.40000000000001,2023,Karlskrona
Lyckeby kunskapscentrum F-9,55709634,Karlskrona,Kommunal,236.9,83.59999999999999,78.09999999999999,11.7,73.59999999999999,2024,Karlskrona
Lyckeby kunskapscentrum F-9,55709634,Karlskrona,Kommunal,225.1,70.5,69.5,11.6,70.40000000000001,2025,Karlskrona
Bosgårdsskolan 4-9,55731587,Varberg,Kommunal,215.7,87.3,59.2,10.5,58.2,2024,Varberg
Bosgårdsskolan 4-9,55731587,Varberg,Kommunal,211,86.09999999999999,58.6,12,71.90000000000001,2025,Varberg
Nivrenaskolan,55740795,Sundsvall,Kommunal,157.9,81.3,44.4,10.5,71.40000000000001,2016,Sundsvall
Nivrenaskolan,55740795,Sundsvall,Kommunal,185.6,77.2,47.5,12.8,68.59999999999999,2017,Sundsvall
Nivrenaskolan,55740795,Sundsvall,Kommunal,179.9,82.09999999999999,47.3,12,78,2018,Sundsvall
Nivrenaskolan,55740795,Sundsvall,Kommunal,191.3,79.7,42.5,11.7,75.2,2019,Sundsvall
Nivrenaskolan,55740795,Sundsvall,Kommunal,200.9,85.8,52.4,12.6,84.2,2020,Sundsvall
Nivrenaskolan,55740795,Sundsvall,Kommunal,192.9,86.5,45.2,11.6,84.8,2021,Sundsvall
Nivrenaskolan,55740795,Sundsvall,Kommunal,161.7,83.59999999999999,43.2,11.7,78.2,2022,Sundsvall
Nivrenaskolan,55740795,Sundsvall,Kommunal,210.5,86.8,61.9,12.6,81,2023,Sundsvall
Nivrenaskolan,55740795,Sundsvall,Kommunal,195.2,83.8,54.6,10.3,75.8,2024,Sundsvall
Nivrenaskolan,55740795,Sundsvall,Kommunal,185.4,90.59999999999999,57.9,11.1,88.59999999999999,2025,Sundsvall
Minnebergsskolan,55958613,Arvika,Kommunal,205.8,80.59999999999999,45.7,9.4,71.40000000000001,2022,Arvika
Minnebergsskolan,55958613,Arvika,Kommunal,210,79.8,50.2,8.9,61,2023,Arvika
Minnebergsskolan,55958613,Arvika,Kommunal,207.4,80.5,54.6,8.9,70.8,2024,Arvika
Minnebergsskolan,55958613,Arvika,Kommunal,208.1,82.90000000000001,53.9,8.9,80.2,2025,Arvika
Dalskolan,56130729,Tyresö,Kommunal,226.8,87.09999999999999,58.3,12.4,67.90000000000001,2016,Tyresö
Dalskolan,56130729,Tyresö,Kommunal,225.6,89.5,52,11.6,53.6,2017,Tyresö
Dalskolan,56130729,Tyresö,Kommunal,212.2,83.09999999999999,47.3,10.2,59.3,2018,Tyresö
Dalskolan,56130729,Tyresö,Kommunal,232.2,85.09999999999999,54.8,12.2,64.09999999999999,2019,Tyresö
Dalskolan,56130729,Tyresö,Kommunal,232.6,77.7,52,13.1,61.7,2020,Tyresö
Dalskolan,56130729,Tyresö,Kommunal,198.6,72.5,53.8,11.9,68.8,2021,Tyresö
Dalskolan,56130729,Tyresö,Kommunal,212,75,53.7,12.5,72.2,2022,Tyresö
Dalskolan,56130729,Tyresö,Kommunal,223.3,90.2,57.8,12.7,73.59999999999999,2023,Tyresö
Dalskolan,56130729,Tyresö,Kommunal,198.7,73,60.5,12.5,80.40000000000001,2024,Tyresö
Dalskolan,56130729,Tyresö,Kommunal,217.3,83.7,54.3,11.6,69.8,2025,Tyresö
Vasaskolan,56168083,Göteborg,Enskild,242.6,68.2,64.3,12.7,69.7,2017,Stiftelsen För Kristna Skolor
Vasaskolan,56168083,Göteborg,Enskild,242.7,80,75.59999999999999,11.7,83.5,2020,Stiftelsen För Kristna Skolor
Vasaskolan,56168083,Göteborg,Enskild,243.5,82.59999999999999,76.09999999999999,11.7,85,2022,Stiftelsen För Kristna Skolor
Örnaskolan,56192472,Hylte,Kommunal,209.7,59.4,46,11.5,58.7,2023,Hylte
Örnaskolan,56192472,Hylte,Kommunal,216.5,52.2,43,9.5,49.9,2024,Hylte
Örnaskolan,56192472,Hylte,Kommunal,197.9,62.2,51.3,10.3,51.8,2025,Hylte
Lejonströmsskolan 7-9,56208924,Skellefteå,Kommunal,228.3,80.2,75.3,8.6,87.59999999999999,2018,Skellefteå
Lejonströmsskolan 7-9,56208924,Skellefteå,Kommunal,242.5,92.09999999999999,77.59999999999999,9.199999999999999,89.90000000000001,2019,Skellefteå
Lejonströmsskolan 7-9,56208924,Skellefteå,Kommunal,233,86.40000000000001,69.3,10.2,93.7,2020,Skellefteå
Åsaskolan 7-9FI,56285442,Kungsbacka,Kommunal,216,90.2,71.7,15.9,58.6,2025,Kungsbacka
Fridaskolan Kvillebäcken,56328727,Göteborg,Enskild,238.5,74.59999999999999,40,15.3,86.2,2017,Fridaskolorna AB
Fridaskolan Kvillebäcken,56328727,Göteborg,Enskild,242.1,83.8,56.8,14.7,69.90000000000001,2018,Fridaskolorna AB
Fridaskolan Kvillebäcken,56328727,Göteborg,Enskild,248.2,75.7,74,15.1,75.8,2019,Fridaskolorna AB
Fridaskolan Kvillebäcken,56328727,Göteborg,Enskild,249.2,88.3,72.7,15.9,81.5,2020,Fridaskolorna AB
Fridaskolan Kvillebäcken,56328727,Göteborg,Enskild,257.4,90.90000000000001,80.3,15.7,81.09999999999999,2021,Fridaskolorna AB
Fridaskolan Kvillebäcken,56328727,Göteborg,Enskild,214.5,81.8,63.2,13.9,78,2022,Fridaskolorna AB
Fridaskolan Kvillebäcken,56328727,Göteborg,Enskild,238.6,84.2,72.40000000000001,13.3,72,2023,Fridaskolorna AB
Fridaskolan Kvillebäcken,56328727,Göteborg,Enskild,232,82.90000000000001,77.59999999999999,14.5,69.3,2024,Fridaskolorna AB
Fridaskolan Kvillebäcken,56328727,Göteborg,Enskild,249.1,83.09999999999999,87,14.3,75.7,2025,Fridaskolorna AB
Bjästaskolan 7-9,56331671,Örnsköldsvik,Kommunal,239.5,94.09999999999999,48,11.4,98,2016,Örnsköldsvik
Bjästaskolan 7-9,56331671,Örnsköldsvik,Kommunal,252.6,98.09999999999999,73.09999999999999,12,90,2017,Örnsköldsvik
Bjästaskolan 7-9,56331671,Örnsköldsvik,Kommunal,228.2,92,47.3,13.2,88.2,2018,Örnsköldsvik
Bjästaskolan 7-9,56331671,Örnsköldsvik,Kommunal,214.7,89.2,45.1,12,83.40000000000001,2019,Örnsköldsvik
Bjästaskolan 7-9,56331671,Örnsköldsvik,Kommunal,208.8,90.3,50,13.1,84.59999999999999,2020,Örnsköldsvik
Bjästaskolan 7-9,56331671,Örnsköldsvik,Kommunal,211.7,86.2,50.8,11.2,76,2021,Örnsköldsvik
Bjästaskolan 7-9,56331671,Örnsköldsvik,Kommunal,203.9,95.2,54.9,11.4,74.3,2022,Örnsköldsvik
Bjästaskolan 7-9,56331671,Örnsköldsvik,Kommunal,208.7,97.2,72.2,9.699999999999999,81.09999999999999,2023,Örnsköldsvik
Bjästaskolan F-9,56331671,Örnsköldsvik,Kommunal,205.2,83.59999999999999,54.2,19.1,71.7,2024,Örnsköldsvik
Bjästaskolan F-9,56331671,Örnsköldsvik,Kommunal,198.1,94.5,65.5,9.199999999999999,68.09999999999999,2025,Örnsköldsvik
Dackeskolan 4-9,56361478,Tingsryd,Kommunal,193.6,72.40000000000001,33.3,13.3,73.59999999999999,2016,Tingsryd
Dackeskolan 4-9,56361478,Tingsryd,Kommunal,185.9,72.2,34.1,13.9,72.09999999999999,2017,Tingsryd
Dackeskolan 7-9,56361478,Tingsryd,Kommunal,213.7,69.8,43.5,11.4,70.40000000000001,2018,Tingsryd
Dackeskolan 7-9,56361478,Tingsryd,Kommunal,201.7,77.5,38.4,11.6,55.2,2019,Tingsryd
Dackeskolan 7-9,56361478,Tingsryd,Kommunal,207.2,67.3,35,12.9,64.5,2020,Tingsryd
Dackeskolan 7-9,56361478,Tingsryd,Kommunal,214.7,72.09999999999999,41.7,12.3,68.5,2021,Tingsryd
Dackeskolan 7-9,56361478,Tingsryd,Kommunal,212,81.59999999999999,38.6,12.7,70.5,2022,Tingsryd
Dackeskolan 7-9,56361478,Tingsryd,Kommunal,208.6,75,40.7,11.4,71.90000000000001,2023,Tingsryd
Dackeskolan 7-9,56361478,Tingsryd,Kommunal,198.2,76.5,34.7,12.5,64,2024,Tingsryd
Dackeskolan 7-9,56361478,Tingsryd,Kommunal,201.7,80.8,49.5,14.5,56.4,2025,Tingsryd
Gottorpskolan,56363473,Malmö,Kommunal,239.5,65.3,60.4,13,73.3,2016,Malmö
Gottorpskolan,56363473,Malmö,Kommunal,255.9,67,55.2,11.3,81.2,2017,Malmö
Gottorpskolan,56363473,Malmö,Kommunal,234.7,61.5,71,12.8,75.09999999999999,2018,Malmö
Gottorpskolan,56363473,Malmö,Kommunal,229.4,53.5,56.8,13.4,72.7,2019,Malmö
Gottorpskolan,56363473,Malmö,Kommunal,243.9,58.7,64.8,13.2,67.8,2020,Malmö
Gottorpskolan,56363473,Malmö,Kommunal,248.2,55.2,67.3,12.2,60.6,2021,Malmö
Gottorpskolan,56363473,Malmö,Kommunal,245.4,56.3,64.3,12.7,67.7,2022,Malmö
Gottorpskolan,56363473,Malmö,Kommunal,224.1,55.1,67.59999999999999,11.6,69.5,2023,Malmö
Gottorpskolan,56363473,Malmö,Kommunal,242,54.2,65.59999999999999,12.1,66.90000000000001,2024,Malmö
Gottorpskolan,56363473,Malmö,Kommunal,242.6,57.9,65.59999999999999,12.6,74.09999999999999,2025,Malmö
Torpaskolan,56373070,Vänersborg,Kommunal,205.5,69.7,49.1,9.4,74.7,2016,Vänersborg
Torpaskolan,56373070,Vänersborg,Kommunal,193.7,60.2,41.8,12.5,59.3,2017,Vänersborg
Torpaskolan,56373070,Vänersborg,Kommunal,192.9,60.1,46.7,12.6,63.2,2018,Vänersborg
Hästveda skola F-9,56398338,Hässleholm,Kommunal,229.5,83.8,32.4,13.3,83.8,2018,Hässleholm
Hästveda skola F-9,56398338,Hässleholm,Kommunal,225.9,69.40000000000001,41.2,11.7,84.40000000000001,2019,Hässleholm
Hästveda skola F-9,56398338,Hässleholm,Kommunal,198.6,80,46.7,12.1,79.40000000000001,2020,Hässleholm
Hästveda skola F-9,56398338,Hässleholm,Kommunal,198.7,74.2,50,10.3,63.5,2021,Hässleholm
Hästveda skola F-9,56398338,Hässleholm,Kommunal,213.5,60.6,48.4,11.3,59.8,2022,Hässleholm
Hästveda skola F-9,56398338,Hässleholm,Kommunal,184.9,79.40000000000001,50,9.300000000000001,56.3,2023,Hässleholm
Hästveda skola F-9,56398338,Hässleholm,Kommunal,217.2,93.8,43.8,9.300000000000001,59.6,2024,Hässleholm
Hästveda skola F-9,56398338,Hässleholm,Kommunal,173.1,85.7,42.3,9.1,60,2025,Hässleholm
Österslättsskolan B,56399024,Karlshamn,Kommunal,192.1,68,54.8,12,84.90000000000001,2016,Karlshamn
Österslättsskolan B,56399024,Karlshamn,Kommunal,223.9,67.8,70.59999999999999,11.6,78.3,2017,Karlshamn
Kvarnhagsskolan,56417100,Botkyrka,Kommunal,224.1,25.5,29.8,16.1,64.09999999999999,2017,Botkyrka
Kvarnhagsskolan,56417100,Botkyrka,Kommunal,197.8,17.4,34.8,13.2,56.6,2020,Botkyrka
Kvarnhagsskolan,56417100,Botkyrka,Kommunal,203.4,22.9,31.1,14.1,81.3,2025,Botkyrka
Maserskolan,56442130,Borlänge,Kommunal,200.8,45.5,35.8,10.3,51.7,2016,Borlänge
Maserskolan,56442130,Borlänge,Kommunal,184.4,33.9,27.7,10.1,52,2017,Borlänge
Maserskolan,56442130,Borlänge,Kommunal,196.6,43.2,38.8,11.3,49.8,2018,Borlänge
