Skola,Skol_enhetskod,Skolkommun,Typ_av_huvudman,merit_snitt,Andel_svenskar_procent,Foraldrar_utbildning_procent,Elever_per_larare,Andel_med_lararlegitimation_och_,Ar,Huvudman
Södertälje friskola,38394561,Södertälje,Enskild,239.4,47.4,50,14.5,71.8,2021,Södertälje Friskola Aktiebolag
Södertälje friskola,38394561,Södertälje,Enskild,225.9,40.5,57.1,15.3,70.3,2022,Södertälje Friskola Aktiebolag
Södertälje friskola,38394561,Södertälje,Enskild,218.9,44.4,51.1,14.1,71.8,2024,Södertälje Friskola Aktiebolag
Södertälje friskola,38394561,Södertälje,Enskild,228.6,50,56.5,13.6,65.7,2025,Södertälje Friskola Aktiebolag
Thoren Framtid i Ronneby,38449858,Ronneby,Enskild,223.3,95.09999999999999,43.9,16.6,37.9,2016,Thoren Framtid AB
Thoren Framtid i Ronneby,38449858,Ronneby,Enskild,217.6,86.7,68.2,11.7,40.8,2018,Thoren Framtid AB
Thoren Framtid i Ronneby,38449858,Ronneby,Enskild,224.3,72,60.4,14.4,51.6,2020,Thoren Framtid AB
Thoren Framtid i Ronneby,38449858,Ronneby,Enskild,209.5,62.2,51.1,15.3,51.5,2021,Thoren Framtid AB
Thoren Framtid i Ronneby,38449858,Ronneby,Enskild,205,63.8,51.1,15.3,43.2,2022,Thoren Framtid AB
Thoren Framtid i Ronneby,38449858,Ronneby,Enskild,194.8,62.1,50,13.9,42.1,2023,Thoren Framtid AB
Thoren Framtid i Ronneby,38449858,Ronneby,Enskild,186.3,57.1,53.1,12.9,42.4,2024,Thoren Framtid AB
Silverbergsskolan Ronneby,38449858,Ronneby,Enskild,186.5,57.1,65.3,12.7,46.3,2025,Thoren Framtid AB
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,220.7,79.09999999999999,60,10.3,50.8,2016,Lerum
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,193.8,91.40000000000001,41.2,10.5,46.5,2017,Lerum
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,192.3,87.8,42.5,10.7,50.1,2018,Lerum
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,217,82.90000000000001,51.2,11,60.6,2019,Lerum
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,224.2,73.5,50,12.7,61.9,2020,Lerum
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,219.9,70.90000000000001,50.9,10.7,47,2021,Lerum
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,221.6,86,56.3,10.6,50.1,2022,Lerum
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,198.7,75.5,51.9,11.8,57.3,2023,Lerum
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,212.5,80.8,51.9,11.3,47.9,2024,Lerum
Röselidsskolan skolenhet B,38539206,Lerum,Kommunal,222.3,85.5,70.59999999999999,11.7,75.09999999999999,2025,Lerum
Hagabodaskolan,38553494,Habo,Kommunal,205.8,91.7,55.7,11.5,88.3,2016,Habo
Hagabodaskolan,38553494,Habo,Kommunal,225.6,90.59999999999999,51.3,13.2,80.90000000000001,2017,Habo
Hagabodaskolan,38553494,Habo,Kommunal,214.2,88,55.4,11.7,86.40000000000001,2018,Habo
Hagabodaskolan,38553494,Habo,Kommunal,225.3,90.90000000000001,55.6,12.2,87.59999999999999,2019,Habo
Hagabodaskolan,38553494,Habo,Kommunal,236.6,93.8,65,12.5,83,2020,Habo
Hagabodaskolan,38553494,Habo,Kommunal,229.3,87.7,65,12.7,87.2,2021,Habo
Hagabodaskolan,38553494,Habo,Kommunal,230.1,93,64.7,12.9,87.90000000000001,2022,Habo
Hagabodaskolan,38553494,Habo,Kommunal,231.6,91.5,59.2,12.5,88.3,2023,Habo
Hagabodaskolan,38553494,Habo,Kommunal,227.6,92.5,68.2,13.1,84.40000000000001,2024,Habo
Hagabodaskolan,38553494,Habo,Kommunal,230.1,86.59999999999999,68.5,11.8,80.90000000000001,2025,Habo
Pershagenskolan,38653015,Södertälje,Kommunal,256.8,79.3,58.6,16.1,57.7,2016,Södertälje
Pershagenskolan,38653015,Södertälje,Kommunal,214.8,75,55,15.6,61.6,2017,Södertälje
Pershagenskolan,38653015,Södertälje,Kommunal,254.2,81.59999999999999,70.8,13,67.5,2018,Södertälje
Pershagenskolan,38653015,Södertälje,Kommunal,233.7,68.09999999999999,55.6,13.1,69.40000000000001,2019,Södertälje
Pershagenskolan,38653015,Södertälje,Kommunal,251.9,72.09999999999999,52.4,14.6,64.2,2020,Södertälje
Pershagenskolan,38653015,Södertälje,Kommunal,233,72.09999999999999,64.3,14.3,66.09999999999999,2021,Södertälje
Pershagenskolan,38653015,Södertälje,Kommunal,228.8,62.8,62.8,15.7,78.7,2022,Södertälje
Pershagenskolan,38653015,Södertälje,Kommunal,234.1,62.3,73.09999999999999,16.2,74.7,2023,Södertälje
Pershagenskolan,38653015,Södertälje,Kommunal,230.9,81.09999999999999,56.6,12.7,80.3,2024,Södertälje
Pershagenskolan,38653015,Södertälje,Kommunal,244.2,58.1,62.8,13.7,83.2,2025,Södertälje
Klockarhagsskolan,38657898,Hällefors,Kommunal,187.2,72.3,35,10.6,61.4,2016,Hällefors
Klockarhagsskolan,38657898,Hällefors,Kommunal,196.5,75,34.5,9.9,53.7,2017,Hällefors
Broängsskolan,38661388,Botkyrka,Kommunal,232.7,73.8,57.3,15.8,70.8,2016,Botkyrka
Broängsskolan,38661388,Botkyrka,Kommunal,233.2,85.90000000000001,51.8,16.2,70.2,2017,Botkyrka
Broängsskolan,38661388,Botkyrka,Kommunal,243.8,75.90000000000001,55.4,17.6,78.2,2018,Botkyrka
Broängsskolan,38661388,Botkyrka,Kommunal,230.2,79.2,58.7,18.1,72.7,2019,Botkyrka
Broängsskolan,38661388,Botkyrka,Kommunal,237.3,83.5,57.1,16.8,77.2,2020,Botkyrka
Broängsskolan,38661388,Botkyrka,Kommunal,260.8,73.59999999999999,56.3,17.5,73,2021,Botkyrka
Broängsskolan,38661388,Botkyrka,Kommunal,249.2,74.09999999999999,63.9,16.2,75.5,2022,Botkyrka
Broängsskolan,38661388,Botkyrka,Kommunal,234.8,64.3,65.5,15.5,71.3,2023,Botkyrka
Broängsskolan,38661388,Botkyrka,Kommunal,224.9,62.4,65.5,15.1,65.2,2024,Botkyrka
Broängsskolan,38661388,Botkyrka,Kommunal,249,58.7,64.40000000000001,15.1,62,2025,Botkyrka
Stenbockskolan,38712959,Boxholm,Kommunal,227.7,93.5,34.8,10,73.2,2019,Boxholm
Farsta grundskola,38758770,Stockholm,Kommunal,184.9,37.1,37.9,14.4,62.2,2016,Stockholm
Farsta grundskola,38758770,Stockholm,Kommunal,199.2,37.2,43.6,11.4,67,2017,Stockholm
Farsta grundskola,38758770,Stockholm,Kommunal,210.3,37.7,37.5,19.2,71,2018,Stockholm
Farsta grundskola,38758770,Stockholm,Kommunal,199.2,51.9,33.3,13.8,73.40000000000001,2019,Stockholm
Farsta grundskola,38758770,Stockholm,Kommunal,240.7,58.7,58.3,13.5,66.59999999999999,2020,Stockholm
Farsta grundskola,38758770,Stockholm,Kommunal,235.2,57.1,58.8,13.5,68.59999999999999,2021,Stockholm
Farsta grundskola,38758770,Stockholm,Kommunal,258.5,69.59999999999999,61.4,13.2,64.8,2022,Stockholm
Farsta grundskola,38758770,Stockholm,Kommunal,236.8,63.2,71.2,13.9,74.59999999999999,2023,Stockholm
Farsta grundskola,38758770,Stockholm,Kommunal,238.5,65.8,61.3,14,79.5,2024,Stockholm
Farsta grundskola,38758770,Stockholm,Kommunal,247.8,66.7,80,14.1,80.5,2025,Stockholm
Paradisskolan 7-9,38786603,Trollhättan,Kommunal,230.9,75,68.3,12.4,91.09999999999999,2016,Trollhättan
Paradisskolan 7-9,38786603,Trollhättan,Kommunal,243.1,64.90000000000001,67.09999999999999,12.6,89.8,2017,Trollhättan
Paradisskolan 7-9,38786603,Trollhättan,Kommunal,251.2,74.3,73.90000000000001,11.8,87.90000000000001,2018,Trollhättan
Paradisskolan 7-9,38786603,Trollhättan,Kommunal,249.9,72.5,78.2,13.2,92.59999999999999,2019,Trollhättan
Steningehöjdens skola,38854084,Sigtuna,Kommunal,208.5,49.3,49.3,15.9,56.4,2021,Sigtuna
Steningehöjdens skola,38854084,Sigtuna,Kommunal,241.8,33.3,54.4,16.4,61.7,2022,Sigtuna
Steningehöjdens skola,38854084,Sigtuna,Kommunal,218.4,26.2,42.9,14.4,58.6,2023,Sigtuna
Steningehöjdens skola,38854084,Sigtuna,Kommunal,236.7,30,52.2,15.9,68.8,2024,Sigtuna
Steningehöjdens skola,38854084,Sigtuna,Kommunal,235.6,29.3,52.4,15.5,63.3,2025,Sigtuna
Stenhamreskolan,38870809,Ljusdal,Kommunal,179.9,68.7,33.3,11.7,49.4,2016,Ljusdal
Stenhamreskolan,38870809,Ljusdal,Kommunal,226,70.5,34.1,11.8,55.7,2017,Ljusdal
Stenhamreskolan,38870809,Ljusdal,Kommunal,225.5,78.59999999999999,37.1,10.1,43.5,2018,Ljusdal
Vittra Röda stan,38936292,Norrköping,Enskild,230.2,77.40000000000001,50,12.7,36.8,2017,Vittraskolorna AB
Vittra Röda stan,38936292,Norrköping,Enskild,200.2,52.4,52.4,15.3,56.5,2019,Vittraskolorna AB
Vittra Röda stan,38936292,Norrköping,Enskild,238.4,76.90000000000001,50,17,59.7,2020,Vittraskolorna AB
Vittra Röda stan,38936292,Norrköping,Enskild,234.8,56,56,16.7,68.2,2021,Vittraskolorna AB
Vittra Röda stan,38936292,Norrköping,Enskild,194.4,50,60,14.2,76.09999999999999,2022,Vittraskolorna AB
Vittra Röda stan,38936292,Norrköping,Enskild,250.1,39.3,57.1,15.8,67.3,2024,Vittraskolorna AB
Fågelforsskolan 6-9,38944084,Vaggeryd,Kommunal,208.1,74.59999999999999,45.2,11.3,73.40000000000001,2016,Vaggeryd
Fågelforsskolan 6-9,38944084,Vaggeryd,Kommunal,187,64.2,43.1,10.1,54,2017,Vaggeryd
Fågelforsskolan Hög,38944084,Vaggeryd,Kommunal,192.2,59.7,47.2,10.2,66.5,2018,Vaggeryd
Fågelforsskolan Hög,38944084,Vaggeryd,Kommunal,209.2,66.2,53.3,10.6,56.7,2019,Vaggeryd
Fågelforsskolan Hög,38944084,Vaggeryd,Kommunal,212.3,74.40000000000001,51.2,10.8,68.3,2020,Vaggeryd
Fågelforsskolan Hög,38944084,Vaggeryd,Kommunal,227.7,70.3,54.2,12.1,71.3,2021,Vaggeryd
Fågelforsskolan 7-9,38944084,Vaggeryd,Kommunal,226.7,66.2,50,10.6,62.9,2022,Vaggeryd
Fågelforsskolan 7-9,38944084,Vaggeryd,Kommunal,214.9,68.40000000000001,54.9,12,69.40000000000001,2023,Vaggeryd
Fågelforsskolan 7-9,38944084,Vaggeryd,Kommunal,217.4,79.09999999999999,62.4,10,70.2,2024,Vaggeryd
Fågelforsskolan 7-9,38944084,Vaggeryd,Kommunal,214.5,79.3,51.7,10.7,70.7,2025,Vaggeryd
Jernvallskolan F-9,38969377,Sandviken,Kommunal,229.7,88.5,53.8,12.9,75.7,2019,Sandviken
Jernvallskolan F-9,38969377,Sandviken,Kommunal,234.1,82,67.40000000000001,11.2,71.59999999999999,2020,Sandviken
Tungelsta skola,38975788,Haninge,Kommunal,218.7,85.2,44.2,14.8,38.6,2016,Haninge
Tungelsta skola,38975788,Haninge,Kommunal,222.9,92.40000000000001,47.8,14.8,40,2017,Haninge
Tungelsta skola,38975788,Haninge,Kommunal,203.9,90.2,42.2,16.4,39.4,2018,Haninge
Tungelsta skola,38975788,Haninge,Kommunal,219.8,92.5,48.4,16,41.4,2019,Haninge
Tungelsta skola,38975788,Haninge,Kommunal,214.1,81.3,45.9,14.5,38.7,2020,Haninge
Tungelsta skola,38975788,Haninge,Kommunal,252.3,87,47,14.7,45.1,2021,Haninge
Tungelsta skola,38975788,Haninge,Kommunal,220.6,77.59999999999999,44.2,15.2,54.7,2022,Haninge
Tungelsta skola,38975788,Haninge,Kommunal,227.3,79.8,45.4,13.6,52.6,2023,Haninge
Tungelsta skola,38975788,Haninge,Kommunal,218.6,82.09999999999999,47.2,12.7,52.8,2024,Haninge
Tungelsta skola,38975788,Haninge,Kommunal,210.5,83.09999999999999,43,14.6,60.4,2025,Haninge
Utmarksskolan,39000072,Göteborg,Kommunal,146.9,22.4,31.1,11.4,88.3,2016,Göteborg
Utmarksskolan,39000072,Göteborg,Kommunal,149.1,21.7,31.4,9.6,72.2,2017,Göteborg
Utmarksskolan,39000072,Göteborg,Kommunal,160.7,13.9,35.8,8.800000000000001,75.90000000000001,2018,Göteborg
Utmarksskolan,39000072,Göteborg,Kommunal,188.8,15.9,29.7,8.699999999999999,69.2,2019,Göteborg
Utmarksskolan,39000072,Göteborg,Kommunal,188.4,15.2,19.7,8.5,66.40000000000001,2020,Göteborg
Utmarksskolan 4-9,39000072,Göteborg,Kommunal,196.1,26.3,31.6,9.699999999999999,66.3,2021,Göteborg
Utmarksskolan 4-9,39000072,Göteborg,Kommunal,186.9,27.8,34,7.1,54.5,2023,Göteborg
Utmarksskolan 4-9,39000072,Göteborg,Kommunal,225.5,36.8,45.5,7.5,60.3,2024,Göteborg
Utmarksskolan 4-9,39000072,Göteborg,Kommunal,194.3,27.6,36.2,6.7,68.59999999999999,2025,Göteborg
Skansenskolan 4-9,39083762,Mörbylånga,Kommunal,203.1,88,46.4,10.1,63.4,2016,Mörbylånga
Nybyggeskolan 2,39103253,Västerås,Kommunal,230.9,68.09999999999999,49.5,12.3,81,2016,Västerås
Nybyggeskolan 2,39103253,Västerås,Kommunal,206.9,63.8,43.9,6.8,88.8,2017,Västerås
Linneaskolan,39117429,Umeå,Kommunal,227.9,89.09999999999999,57.8,11.9,100,2016,Umeå
Linneaskolan,39117429,Umeå,Kommunal,225.2,100,68,12.8,88,2017,Umeå
Linneaskolan,39117429,Umeå,Kommunal,234.9,100,63.6,13.7,88.2,2018,Umeå
Linneaskolan,39117429,Umeå,Kommunal,227.9,93.09999999999999,69,12.5,92.90000000000001,2019,Umeå
Linneaskolan,39117429,Umeå,Kommunal,228.3,98.5,63.6,11.9,88.3,2020,Umeå
Linneaskolan,39117429,Umeå,Kommunal,230.2,94.09999999999999,73.09999999999999,11.2,84.8,2021,Umeå
Linneaskolan,39117429,Umeå,Kommunal,208.6,94,59.2,11.4,91.5,2022,Umeå
Linneaskolan,39117429,Umeå,Kommunal,214.2,92.3,60.5,10.8,84.8,2023,Umeå
Linneaskolan,39117429,Umeå,Kommunal,203.3,92.5,56.6,11.1,79.8,2024,Umeå
Linneaskolan,39117429,Umeå,Kommunal,222.6,90.90000000000001,77.8,11.7,73.40000000000001,2025,Umeå
Bolidenskolan,39160736,Skellefteå,Kommunal,186.7,64.09999999999999,40.5,7.2,79.7,2022,Skellefteå
Bolidenskolan,39160736,Skellefteå,Kommunal,223.6,65.59999999999999,45.2,7.3,70.90000000000001,2023,Skellefteå
Bolidenskolan,39160736,Skellefteå,Kommunal,202.3,66.7,53.3,6.3,71.8,2024,Skellefteå
Bolidenskolan,39160736,Skellefteå,Kommunal,209.5,53.6,40.7,6.8,78.09999999999999,2025,Skellefteå
Berzeliusskolan 6,39169577,Linköping,Kommunal,244.6,64.8,72.09999999999999,11.6,91.59999999999999,2023,Linköping
Örbyskolan,39171821,Stockholm,Kommunal,244,62.8,73.8,15.5,73.3,2018,Stockholm
Örbyskolan,39171821,Stockholm,Kommunal,219.3,69,60.7,13.7,72,2020,Stockholm
Örbyskolan,39171821,Stockholm,Kommunal,222.5,58.8,44.9,14.1,83.40000000000001,2021,Stockholm
Örbyskolan,39171821,Stockholm,Kommunal,218.4,52.3,50.6,14,79.40000000000001,2022,Stockholm
Örbyskolan,39171821,Stockholm,Kommunal,225.7,37.9,53.6,15,87,2023,Stockholm
Örbyskolan,39171821,Stockholm,Kommunal,212.1,50,72.3,15.3,82,2024,Stockholm
Örbyskolan,39171821,Stockholm,Kommunal,241.4,63.3,57.6,16,89.09999999999999,2025,Stockholm
Östra grundskolan,39229061,Huddinge,Kommunal,230.5,52.6,39.6,11.2,67.2,2016,Huddinge
Östra grundskolan,39229061,Huddinge,Kommunal,228,50,34.9,11.3,67.09999999999999,2017,Huddinge
Östra grundskolan,39229061,Huddinge,Kommunal,230.1,55.5,47.7,12.1,67.3,2018,Huddinge
Östra grundskolan,39229061,Huddinge,Kommunal,222.4,57,48.1,12.6,65.09999999999999,2019,Huddinge
Östra grundskolan,39229061,Huddinge,Kommunal,220.7,53.8,37.1,11.4,59.5,2020,Huddinge
Östra grundskolan,39229061,Huddinge,Kommunal,224,52.3,48.6,11.7,53.5,2021,Huddinge
Östra grundskolan,39229061,Huddinge,Kommunal,217.7,45.4,53.1,12.8,57,2022,Huddinge
Östra grundskolan,39229061,Huddinge,Kommunal,201.4,59.7,46.5,13.2,54.7,2023,Huddinge
Östra grundskolan,39229061,Huddinge,Kommunal,216.9,50,53.6,12.7,55.4,2024,Huddinge
Östra grundskolan,39229061,Huddinge,Kommunal,223.6,52.9,53.8,12.8,57.2,2025,Huddinge
Järnåkraskolan 4-9,39307298,Lund,Kommunal,257.2,74.7,80.90000000000001,14.9,80.59999999999999,2016,Lund
Järnåkraskolan 4-9,39307298,Lund,Kommunal,250.9,78.3,73.8,14.9,82.40000000000001,2017,Lund
Järnåkraskolan 4-9,39307298,Lund,Kommunal,258.5,84.59999999999999,82.09999999999999,15.3,89.3,2018,Lund
Järnåkraskolan 4-9,39307298,Lund,Kommunal,268.5,82.40000000000001,85.59999999999999,15,80.2,2019,Lund
Järnåkraskolan 4-9,39307298,Lund,Kommunal,270.1,80.2,79.3,16.2,84.3,2020,Lund
Järnåkraskolan 4-9,39307298,Lund,Kommunal,251.7,73.90000000000001,78.90000000000001,14.9,83.3,2021,Lund
Järnåkraskolan 4-9,39307298,Lund,Kommunal,256.9,76.5,81.5,14.7,78.3,2022,Lund
Järnåkraskolan 4-9,39307298,Lund,Kommunal,260.2,76.90000000000001,83.59999999999999,15.3,78,2023,Lund
Järnåkraskolan 4-9,39307298,Lund,Kommunal,267.6,76.7,87.5,14,76,2024,Lund
Järnåkraskolan 4-9,39307298,Lund,Kommunal,266.6,69.59999999999999,82.3,13.3,77.3,2025,Lund
Vimarskolan 7-9,39345593,Vimmerby,Kommunal,221.7,91.40000000000001,35,10.6,47.2,2016,Vimmerby
Vimarskolan 7-9,39345593,Vimmerby,Kommunal,217,87,43.3,10.6,47.9,2017,Vimmerby
Vimarskolan 7-9,39345593,Vimmerby,Kommunal,217.1,88.2,52.6,12,55.2,2018,Vimmerby
Vimarskolan 4-9,39345593,Vimmerby,Kommunal,232.1,91.90000000000001,53.1,8,66,2019,Vimmerby
Vimarskolan 7-9,39345593,Vimmerby,Kommunal,223.2,86.90000000000001,55.8,11.8,64.2,2020,Vimmerby
Vimarskolan 7-9,39345593,Vimmerby,Kommunal,231.1,80.2,51,10.9,55.8,2021,Vimmerby
Vimarskolan 7-9,39345593,Vimmerby,Kommunal,221.1,93.5,55.8,10.9,45.7,2022,Vimmerby
Vimarskolan 7-9,39345593,Vimmerby,Kommunal,217.4,90.3,71,11.5,38.4,2023,Vimmerby
Vimarskolan 7-9,39345593,Vimmerby,Kommunal,210.8,77.7,49,11.2,44.6,2024,Vimmerby
Vimarskolan 7-9,39345593,Vimmerby,Kommunal,214.5,85.3,54.3,10.8,51.7,2025,Vimmerby
Norrsundsskolan,39351914,Norrtälje,Kommunal,207.9,93.8,37.5,9.300000000000001,25.7,2020,Norrtälje
Norrsundsskolan,39351914,Norrtälje,Kommunal,192.9,74.3,41.2,10.7,34.7,2022,Norrtälje
Norrsundsskolan,39351914,Norrtälje,Kommunal,189.4,77.40000000000001,36.7,12,66.90000000000001,2024,Norrtälje
Norrsundsskolan,39351914,Norrtälje,Kommunal,195.1,83.3,50,12.3,67.2,2025,Norrtälje
PeterSvenskolan Klippan,39391255,Klippan,Enskild,214.5,97.59999999999999,29.3,12.5,61.4,2016,Pysslingen Förskolor och Skolor AB
PeterSvenskolan Klippan,39391255,Klippan,Enskild,195.8,88.90000000000001,38.9,13.5,52.7,2017,Pysslingen Förskolor och Skolor AB
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,240.1,100,45.5,12.4,59.7,2016,Trollhättan
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,215.5,85.7,53.3,12.9,43.7,2017,Trollhättan
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,228.6,90.2,66,12.5,67.7,2018,Trollhättan
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,230.5,92.7,53.8,11.6,60.7,2019,Trollhättan
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,224.1,90.7,48.8,11.9,59.9,2020,Trollhättan
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,236.3,92.3,51.9,13.8,60.4,2021,Trollhättan
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,215.9,95.09999999999999,48.8,13.4,56,2022,Trollhättan
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,226.3,94.3,65.40000000000001,13.6,44.1,2023,Trollhättan
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,223.4,94.40000000000001,54.7,13.8,55.9,2024,Trollhättan
Sjuntorpskolan 4-9,39396701,Trollhättan,Kommunal,206.9,85.2,70,13.3,54.8,2025,Trollhättan
Stenbocksskolan,39517088,Ulricehamn,Kommunal,195.4,86.59999999999999,49.2,13.4,73.90000000000001,2016,Ulricehamn
Stenbocksskolan,39517088,Ulricehamn,Kommunal,211,77.59999999999999,52.2,11.6,67.7,2017,Ulricehamn
Stenbocksskolan,39517088,Ulricehamn,Kommunal,220.4,82.8,49.5,11.2,63.7,2018,Ulricehamn
Stenbocksskolan,39517088,Ulricehamn,Kommunal,221.8,78.40000000000001,55.9,12.1,66.7,2019,Ulricehamn
Stenbocksskolan,39517088,Ulricehamn,Kommunal,216.5,85.40000000000001,54.5,10.9,67.09999999999999,2020,Ulricehamn
Stenbocksskolan,39517088,Ulricehamn,Kommunal,227.2,81.2,53.4,11.6,63.1,2021,Ulricehamn
Stenbocksskolan,39517088,Ulricehamn,Kommunal,221,78.90000000000001,56.6,11.1,59.6,2022,Ulricehamn
Stenbocksskolan,39517088,Ulricehamn,Kommunal,211.2,80.2,54.2,9.800000000000001,61.7,2023,Ulricehamn
Stenbocksskolan,39517088,Ulricehamn,Kommunal,212.7,79.59999999999999,59.1,10.1,59.6,2025,Ulricehamn
Örnaskolan 5,39647872,Hylte,Kommunal,214.7,58.1,45.5,11.6,61,2021,Hylte
Almers skola 4-9 och fritidshem,39690579,Varberg,Kommunal,239.2,68.40000000000001,54.1,11.3,73,2021,Varberg
Almers skola 4-9 och fritidshem,39690579,Varberg,Kommunal,221.8,64.5,67.2,12.4,74.09999999999999,2022,Varberg
Almers skola 4-9 och fritidshem,39690579,Varberg,Kommunal,209.2,81.8,53.7,11.2,62.2,2023,Varberg
Almers skola 4-9 och fritidshem,39690579,Varberg,Kommunal,229.9,78.40000000000001,73.5,11.3,77.7,2024,Varberg
Almers skola 4-9 och fritidshem,39690579,Varberg,Kommunal,190.9,67.8,68.40000000000001,11,79.59999999999999,2025,Varberg
Lärjeskolan F-9,39701961,Göteborg,Kommunal,191.7,14.4,34.8,13,61.2,2025,Göteborg
Kyrkerörsskolan AC,39777812,Falköping,Kommunal,217.5,64.7,53.1,12.6,62,2017,Falköping
Kyrkerörsskolan AC,39777812,Falköping,Kommunal,190.6,61,35,10.8,58.6,2018,Falköping
Kyrkerörsskolan AC,39777812,Falköping,Kommunal,186.9,40.5,34.2,11.5,58.9,2020,Falköping
Kyrkerörsskolan AC,39777812,Falköping,Kommunal,192.5,61.4,51.2,10.6,57.1,2021,Falköping
Högstadium Centrum B,39777812,Falköping,Kommunal,234.4,72.90000000000001,67.5,11.2,58.3,2022,Falköping
Hjortsbergskolan 2,39894929,Ljungby,Kommunal,206.4,72.3,59.5,12.3,73.7,2025,Ljungby
Sofielundsskolan,39907811,Sollentuna,Kommunal,260.4,53.4,70.2,15.3,82,2019,Sollentuna
Sofielundsskolan,39907811,Sollentuna,Kommunal,241.8,54.1,72.90000000000001,13.1,76.5,2020,Sollentuna
Sofielundsskolan,39907811,Sollentuna,Kommunal,243.5,52.3,56.1,13,83.3,2021,Sollentuna
Sofielundsskolan,39907811,Sollentuna,Kommunal,253.1,63.5,74.2,12.6,84.3,2022,Sollentuna
Sofielundsskolan,39907811,Sollentuna,Kommunal,246.2,46.7,67.8,12.9,87.90000000000001,2023,Sollentuna
Sofielundsskolan,39907811,Sollentuna,Kommunal,261.6,63.9,81,11.7,93.59999999999999,2024,Sollentuna
Sofielundsskolan,39907811,Sollentuna,Kommunal,247.2,50,75,13,92.7,2025,Sollentuna
Svenstavik åk 7-9,39932052,Berg,Kommunal,187.5,82.59999999999999,34.9,9.699999999999999,50.2,2016,Berg
Svenstavik åk 7-9,39932052,Berg,Kommunal,175.6,69,37.8,8.699999999999999,37,2017,Berg
Svenstavik åk 7-9,39932052,Berg,Kommunal,218.9,77.3,42.9,10,38.5,2018,Berg
Kyrkerörsskolan BD,39933770,Falköping,Kommunal,177.1,66,58,10.6,68.09999999999999,2018,Falköping
Kyrkerörsskolan BD,39933770,Falköping,Kommunal,203.1,52.1,37.5,11,61.1,2019,Falköping
Kyrkerörsskolan BD,39933770,Falköping,Kommunal,195.4,61.7,46.8,10.7,60,2020,Falköping
Kyrkerörsskolan BD,39933770,Falköping,Kommunal,200.3,51.2,44.2,9.800000000000001,68.8,2021,Falköping
Högstadium Centrum C,39933770,Falköping,Kommunal,210.4,72.7,62.5,10.8,61.5,2022,Falköping
Skårbyskolan Norr,39992436,Kungsbacka,Kommunal,244.5,85.2,78.40000000000001,10.2,86.40000000000001,2024,Kungsbacka
Skårbyskolan Norr,39992436,Kungsbacka,Kommunal,249.1,89.09999999999999,76.09999999999999,11.3,84.5,2025,Kungsbacka
Perslundaskolan,40000547,Ockelbo,Kommunal,233.8,77.3,34.1,9,44.2,2016,Ockelbo
Perslundaskolan,40000547,Ockelbo,Kommunal,222.9,89.59999999999999,39.1,10.8,51.2,2017,Ockelbo
Perslundaskolan,40000547,Ockelbo,Kommunal,205.5,83.7,33.3,10.7,55.1,2018,Ockelbo
Perslundaskolan,40000547,Ockelbo,Kommunal,217.7,84.8,37.5,11.8,54.2,2019,Ockelbo
Perslundaskolan,40000547,Ockelbo,Kommunal,195.6,82.8,28.6,11.9,61,2020,Ockelbo
Perslundaskolan,40000547,Ockelbo,Kommunal,213.8,75.5,55.8,13,59.7,2021,Ockelbo
Perslundaskolan,40000547,Ockelbo,Kommunal,188,75,27.6,12.6,50.9,2022,Ockelbo
Perslundaskolan,40000547,Ockelbo,Kommunal,194.8,84,49,14.1,67.7,2023,Ockelbo
Perslundaskolan,40000547,Ockelbo,Kommunal,220,78.3,53.6,12.4,49.4,2024,Ockelbo
Nyhedens skola,40025257,Krokom,Kommunal,193.7,84.59999999999999,47.5,11.7,82.3,2016,Krokom
Nyhedens skola,40025257,Krokom,Kommunal,210.8,90.7,62.7,11.3,78.09999999999999,2017,Krokom
Nyhedens skola,40025257,Krokom,Kommunal,210,94.2,52.3,10.8,86.2,2018,Krokom
Nyhedens skola,40025257,Krokom,Kommunal,221.2,86.40000000000001,53.8,10.4,85.40000000000001,2019,Krokom
Nyhedens skola,40025257,Krokom,Kommunal,205,90.09999999999999,55.7,10.9,77.5,2020,Krokom
Nyhedens skola,40025257,Krokom,Kommunal,222.5,88.90000000000001,46,10.7,77,2021,Krokom
Nyhedens skola,40025257,Krokom,Kommunal,213.8,90.40000000000001,64.5,10.4,86.40000000000001,2022,Krokom
